Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Kalbarczyk, A., Rao, A., Mahendradhata, Y., Majumdar, P., Decker, E., Anwar, H.B., Akinyemi, O.O., Rahimi, A.O., Kayembe, P., Alonge, O.O.","57189679824; 57210929018; 6602000972; 57217540214; 57218575334; 57216981145; 55322237900; 57218571831; 25823137600; 55936984900","Evaluating the process of partnership and research in global health: Reflections from the STRIPE project",2020,"BMC Public Health",20,"", 1058,,,,1,10.1186/s12889-020-08591-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089612949&partnerID=40&md5=3abacf35b3dee952b8207bb012f328ab",Article,Final,Open Access,Scopus,2-s2.0-85089612949
"Peters, M.A., Deressa, W., Sarker, M., Sharma, N., Owoaje, E., Ahmad, R.A., Saljuqi, T., Mafuta, E., Alonge, O.","57218575741; 6507410323; 8615724900; 57199925030; 35598844400; 24365807900; 57189019041; 53980116100; 55936984900","Sampling method for surveying complex and multi-institutional partnerships: Lessons from the Global Polio Eradication Initiative",2020,"BMC Public Health",20,"", 1197,,,,,10.1186/s12889-020-08592-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089611693&partnerID=40&md5=9e40f8cab2703cb3c082ace6561ed75c",Article,Final,Open Access,Scopus,2-s2.0-85089611693
"Alonge, O., Neel, A.H., Kalbarczyk, A., Peters, M.A., Mahendradhata, Y., Sarker, M., Owoaje, E., Deressa, W., Kayembe, P., Salehi, A.S., Gupta, S.D.","55936984900; 57218574755; 57189679824; 57218575741; 6602000972; 8615724900; 35598844400; 6507410323; 25823137600; 35750708000; 12780995000","Synthesis and translation of research and innovations from polio eradication (STRIPE): Initial findings from a global mixed methods study",2020,"BMC Public Health",20,"", 1176,,,,1,10.1186/s12889-020-09156-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089610267&partnerID=40&md5=5d4eee2cfd430a49c80a18f077844cbc",Article,Final,Open Access,Scopus,2-s2.0-85089610267
"Musfiroh, Z., Ridwansyah, I., Murti, S.H.","57200088106; 57201065703; 57193140660","The application of PlanetScope imagery to map out the trophic state of Cirata Reservoir, West Java",2020,"IOP Conference Series: Earth and Environmental Science",535,"1", 012032,,,,,10.1088/1755-1315/535/1/012032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090864657&partnerID=40&md5=bbb2209e44aa7ecc549c165b52427fcd",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090864657
"Julzarika, A., Harintaka","56236978600; 57193573277","Utilization of DSM and DTM for Spatial Information in Lake Border",2020,"IOP Conference Series: Earth and Environmental Science",535,"1", 012034,,,,,10.1088/1755-1315/535/1/012034,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090853274&partnerID=40&md5=dcd332521c4bc6ecf8bdae9620d41729",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090853274
"Rembulan, C.L., Helmi, A.F., Riyono, B.","57208687382; 57200644647; 55552787900","The fluid power: constructing the concept of power in community-based tourism in Indonesia",2020,"Journal of Enterprising Communities",14,"4",,515,537,,,10.1108/JEC-03-2020-0041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089086116&partnerID=40&md5=d20095c1fb1321337d577ab9856fa990",Article,Final,,Scopus,2-s2.0-85089086116
"Julzarika, A., Laksono, D.P., Kayat, Subehi, L., Dewi, E.K., Sofiyuddin, H.A., Nugraha, M.F.I., Anggraini, N., Setianto, A., Janwes, Yudhatama, D.","56236978600; 57200993419; 57216463864; 25958454100; 57218939388; 55293417900; 57194339711; 55348700300; 26868184800; 57218934712; 57218939195","Realizing the Dead Sea Lakes Region in Rote Islands to be a geopark using multidisciplinary spatial information approach",2020,"IOP Conference Series: Earth and Environmental Science",535,"1", 012033,,,,,10.1088/1755-1315/535/1/012033,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090840868&partnerID=40&md5=d66eaedca2226f333c7924d53ef8c39e",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090840868
"Rahmadhanni, D.S.D., Reswandha, R., Rahayoe, S., Bintoro, N., Prasetyatama, Y.D., Karyadi, J.N.W.","57212405702; 57218863528; 57212409368; 57200207710; 57212408042; 57200207607","The effect of cold storage temperatures on respiration rate and physical quality of crownless pineapple (Ananas comosus L.)",2020,"IOP Conference Series: Earth and Environmental Science",542,"1", 012006,,,,,10.1088/1755-1315/542/1/012006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090504613&partnerID=40&md5=64e8ef67b7d8144ad87d4f7d8fae3a94",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090504613
"Nihayah, B., Maftukhah, R., Nugroho, B.D.A., Prasetyatama, Y.D.","57218863962; 57193871646; 56925142500; 57212408042","The response of growth rate in different husk biochar application of Allium cepa l in sandy soil",2020,"IOP Conference Series: Earth and Environmental Science",542,"1", 012052,,,,,10.1088/1755-1315/542/1/012052,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090500929&partnerID=40&md5=a6af1fb04e0cc1ad6a40a33b5e8c5196",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090500929
"Alim, M.F., Nugroho, A.P., Arif, S.S., Murtiningrum, Sutiarso, L.","57218862378; 55943442000; 54999375600; 55001766700; 6507781652","Development of knowledge management system for assisting the Agrotechno Edu-park establishments in Sriharjo village, Imogiri district, Bantul regency",2020,"IOP Conference Series: Earth and Environmental Science",542,"1", 012064,,,,,10.1088/1755-1315/542/1/012064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090496426&partnerID=40&md5=35d230e27b1e03b2b3930c4988b505d8",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090496426
"Pradipta, A.G., Maulana, A.F., Murtiningrum, Arif, S.S., Tirtalistyani, R.","57212405929; 57216129729; 55001766700; 54999375600; 57212408713","Evaluation of the sand trap performance of the Pengasih weir during the operational period",2020,"IOP Conference Series: Earth and Environmental Science",542,"1", 012053,,,,,10.1088/1755-1315/542/1/012053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090495622&partnerID=40&md5=1f7a10bc3064ae540948fac44a0332f2",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090495622
"Nugroho, A.P., Fadilah, M.A.N., Wiratmoko, A., Azis, Y.A., Efendi, A.W., Sutiarso, L., Okayasu, T.","55943442000; 57218864582; 57212264833; 57218862869; 57218863517; 6507781652; 8081565100","Implementation of crop growth monitoring system based on depth perception using stereo camera in plant factory",2020,"IOP Conference Series: Earth and Environmental Science",542,"1", 012068,,,,,10.1088/1755-1315/542/1/012068,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090503341&partnerID=40&md5=4456bf93623fadfca8e49c1453d29d62",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090503341
"Nugroho, A.P., Maghfiroh, S., Fatmawati, D., Edwantiar, G.P., Sutiarso, L., Masithoh, R.E., Okayasu, T.","55943442000; 57213835501; 57213829893; 57218863501; 6507781652; 57219713072; 8081565100","Quantification of leaf movement to study the circadian rhythm using the optical flow",2020,"IOP Conference Series: Earth and Environmental Science",542,"1", 012066,,,,,10.1088/1755-1315/542/1/012066,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090502749&partnerID=40&md5=ec322ff8e9209b4a8763ea4de063cd20",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090502749
"Masithoh, R.E., Rondonuwu, F.F., Setyabudi, F.M.C.S., Cho, B.K.","57219713072; 57218862597; 15754620900; 7401747466","Development of calibration model for determination of sweeteners additives in Indonesia rice flour-based food by FT-NIR spectroscopy",2020,"IOP Conference Series: Earth and Environmental Science",542,"1", 012017,,,,,10.1088/1755-1315/542/1/012017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090499886&partnerID=40&md5=ba63a9c4487df300c6e4ee0b00a0689a",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090499886
"Aye, T., Sunjoto, S., Luknanto, D.","57213119393; 23996040200; 57190394796","Determination of Hydraulic Conductivity Value by using Sunjoto Shape Factor",2020,"IOP Conference Series: Materials Science and Engineering",897,"1", 012012,,,,,10.1088/1757-899X/897/1/012012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85093867933&partnerID=40&md5=a400c7e2a5930a3a3c79728407224b4b",Conference Paper,Final,Open Access,Scopus,2-s2.0-85093867933
"Setiowati, N.O., Wijayanto, T., Trapsilawati, F.","57218938544; 34979526700; 55319865600","Identifying Cybersickness When Wearing a Head-Mounted Display through Heart Rate Variability Data",2020,"IOP Conference Series: Materials Science and Engineering",885,"1", 012069,,,,,10.1088/1757-899X/885/1/012069,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090856087&partnerID=40&md5=e0b0e7a96a6d3aa0f3323fbada64f9db",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090856087
"Maishella, A., Dewantoro, B.E.B., Aji, M.A.P.","57218713401; 57218704591; 57218710766","Correlation Analysis of Urban Development and Land Surface Temperature Using Google Earth Engine in Sleman Regency, Indonesia",2020,"IOP Conference Series: Earth and Environmental Science",540,"1", 012018,,,,,10.1088/1755-1315/540/1/012018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090159959&partnerID=40&md5=a9e16d78b50b9e6539cd73e1424ceb78",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090159959
"Salsabila, H.N., Sahitya, A.F., Mahyatar, P.","57218706310; 57218711573; 57218708032","Spatio-temporal pattern analysis of forest fire event in South Kalimantan using integration remote sensing data and GIS for forest fire disaster mitigation",2020,"IOP Conference Series: Earth and Environmental Science",540,"1", 012011,,,,,10.1088/1755-1315/540/1/012011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090138827&partnerID=40&md5=99020cd4b18eaa2f74b641ea54f2105d",Conference Paper,Final,Open Access,Scopus,2-s2.0-85090138827
"Choridah, L., Sari, W.K., Dwianingsih, E.K., Widodo, I., Suwardjo, Anwar, S.L.","56069902100; 57218413007; 36169276100; 45562021000; 57215685170; 55251130100","Advanced lesions of synchronous bilateral mammary Paget's disease: A case report",2020,"Journal of Medical Case Reports",14,"1", 119,,,,1,10.1186/s13256-020-02442-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089131189&partnerID=40&md5=5e82b298bf41360e2c148950ad9fdcb9",Article,Final,Open Access,Scopus,2-s2.0-85089131189
"Soe, Y.N., Feng, Y., Santosa, P.I., Hartanto, R., Sakurai, K.","57208167420; 7404543733; 9636895500; 57213689477; 7402174117","Machine learning-based IoT-botnet attack detection with sequential architecture",2020,"Sensors (Switzerland)",20,"16", 4372,1,15,,,10.3390/s20164372,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089219527&partnerID=40&md5=abea34487995fb51f8e4b6063ad2f43f",Article,Final,Open Access,Scopus,2-s2.0-85089219527
"Wijayanti, I.E., Marubayashi, H., Ernanto, I., Sutopo","16053675900; 6602370580; 57207189733; 57189645540","Finitely generated torsion-free modules over integrally closed domains",2020,"Communications in Algebra",48,"8",,3597,3607,,,10.1080/00927872.2020.1742346,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082440518&partnerID=40&md5=4ce54132d06ba6ad84a6a1f1f5399e74",Article,Final,,Scopus,2-s2.0-85082440518
"Widayanti, A.W., Norris, P., Green, J.A., Heydon, S.","57186635800; 7102791741; 55137755900; 37097205400","Is expanding service through an outreach programme enough to improve immunisation uptake? A qualitative study in Indonesia",2020,"Global Public Health",15,"8",,1168,1181,,,10.1080/17441692.2020.1751229,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083551825&partnerID=40&md5=e147d10fcac939f5637b49ede669abab",Article,Final,,Scopus,2-s2.0-85083551825
"Rias, Y.A., Gordon, C.J., Niu, S.F., Wiratama, B.S., Chang, C.W., Tsai, H.T.","57216758305; 35298827900; 8586021600; 57204581553; 56266855300; 7402649591","Secondhand smoke correlates with elevated neutrophil-lymphocyte ratio and has a synergistic effect with physical inactivity on increasing susceptibility to type 2 diabetes mellitus: A community-based case control study",2020,"International Journal of Environmental Research and Public Health",17,"16", 5696,1,16,,,10.3390/ijerph17165696,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089360091&partnerID=40&md5=88bca6631bee27ea5c759297364e1723",Article,Final,Open Access,Scopus,2-s2.0-85089360091
"Agussalim, Nurliyani, Umami, N., Agus, A.","57210282839; 56259076500; 55515013800; 36146666400","The honey and propolis production from Indonesian stingless bee: Tetragonula laeviceps",2020,"Livestock Research for Rural Development",32,"8",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091538569&partnerID=40&md5=d3dd8e684b9585bb69871f7fc4420f87",Article,Final,,Scopus,2-s2.0-85091538569
"Aye, T., Sunjoto, S., Luknanto, D.","57213119393; 23996040200; 57190394796","Sunjoto shape factor under full penetration slug test",2020,"International Journal of Environmental Science and Development",11,"8",,414,418,,,10.18178/ijesd.2020.11.8.1283,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091454777&partnerID=40&md5=3f8c0b290de585d39f593d0ac7bf93a8",Article,Final,Open Access,Scopus,2-s2.0-85091454777
"Mudasir, M., Baskara, R.A., Suratman, A., Yunita, K.S., Perdana, R., Puspitasari, W.","55665437700; 57219008164; 17136339500; 57219013741; 57219015752; 57219010521","Simultaneous Adsorption of Zn(II) and Hg(II) Ions on Selective Adsorbent of Dithizone-Immobilized Bentonite in the Presence of Mg(II) Ion",2020,"Journal of Environmental Chemical Engineering",8,"4", 104002,,,,1,10.1016/j.jece.2020.104002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091050428&partnerID=40&md5=27e75bdadf18d8cf69b8a60bafaf6f12",Article,Final,,Scopus,2-s2.0-85091050428
"Solekhudin, I., Zahroh, M.","55179464500; 57212214107","A numerical study of unsteady infiltration into two-layered soil",2020,"JP Journal of Heat and Mass Transfer",20,"2",,133,144,,,10.17654/HM020020133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090810129&partnerID=40&md5=24db512008293dfd54d718f5e3ed4754",Article,Final,,Scopus,2-s2.0-85090810129
"Sudargo, T., Isnansetyo, A., Puspita, I.D., Budiyanti, S.A., Muslichah, R., Aristasari, T., Putri, S.R., Alfionita, K., Pranoto, Y.A.","56158010900; 6507970139; 55523833600; 57218922681; 57218923465; 57218919191; 57218919796; 57218923749; 57211938999","Effects of supplementation with furikake ulvamina made of algae (Ulva sp.) and tuna (thunnini) on cognitive function of malnourished mice (rattus norvegicus)",2020,"Current Research in Nutrition and Food Science",8,"2",,550,555,,,10.12944/CRNFSJ.8.2.21,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090796308&partnerID=40&md5=1fe049777175f78ce36396361be87709",Article,Final,Open Access,Scopus,2-s2.0-85090796308
"Nugroho, L.H., Lexinta, E.C., Priyono, Y., Susandarin, R.","56532451300; 57218914535; 57211557271; 57218914476","Short communication: Composition of terpenoid compounds in essential oils extracted from stems of eight piper species and their role in taxonomic relationships",2020,"Biodiversitas",21,"8",,3438,3443,,,10.13057/biodiv/d210804,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090742508&partnerID=40&md5=15246fb3215e26739ad05fc59b1d36f0",Article,Final,Open Access,Scopus,2-s2.0-85090742508
